,aspects,terms,text
1981,['service'],"['chef', 'check']",As soon as my father lifted his pen from the check a chef appeared to usher us out.
1982,['food'],"['parathas', 'kebabs']",The parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed.
1983,['anecdotes/miscellaneous'],[],Great neighborhood joint.
1984,['food'],"['tuna', 'wasabe potatoes']",The tuna and wasabe potatoes are excellent.
1985,['service'],"['coat check girls', 'coat check girls']",The only disappointment was the coat check girls who didn't seem to know what a customer is on a realtively non-busy night (for the coat check girls).
1986,"['anecdotes/miscellaneous', 'food']",['food'],My fiance took me to Scopa last week for my birthday and I couldn't believe the food.
1987,['food'],['beer'],Ummm...the beer was cold.
1988,['anecdotes/miscellaneous'],[],I take all my NYC guests to VT's.
1989,['ambience'],[],"It is sometimes a little cramped, and can get a little warm, but hello, it's NYC!"
1990,"['food', 'service']","['desserts', 'cannoli', 'after dinner drink']","We had great desserts (including the best cannoli I've ever had) and then they offered an after dinner drink, on the house."
1991,['ambience'],"['outdoor seating', 'vibe']","Good crowd, good outdoor seating, with a hip japanese vibe."
1992,['anecdotes/miscellaneous'],['prix fixe pricing'],"Even with the prix fixe pricing, this restaurant is not worth it."
1993,['service'],"['room', 'area']","We asked to be moved (which took half an hour), and then were seated in a high traffic area in the back, even though the rest of the room was practically empty."
1994,['anecdotes/miscellaneous'],['owners'],"Good to find a restaurant where the owners have some imagination and they have actually pulled it off, like in this case."
1995,"['anecdotes/miscellaneous', 'ambience']",['ambiance'],"However, their popularity has yet to slow down, and I still find myself drawn to their ambiance and delectable reputation."
1996,"['food', 'ambience']","['tanks', 'tanks', 'dim sum', 'brunch']","Where tanks in other Chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at Ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch."
1997,"['food', 'service']","['Halibut', 'dessert', 'service']","The Halibut was too salty, dessert was so so (don't waste any of your calories) and service was poor."
1998,"['food', 'ambience']","['view', 'food']","The view is spectacular, and the food is great."
1999,"['anecdotes/miscellaneous', 'ambience']","['place', 'food']","The place wasn't too hard to find, but it was kind of packed, as soon as my boyfriend and I got our food, the line reached the door."
2000,['food'],"['bagels', 'cream cheese']",Good bagels and good cream cheese.
2001,"['food', 'service']","['food', 'service']","The food is wonderful, tasty and filling, and the service is professional and friendly."
2002,['price'],['priced'],It is also extremely well priced.
2003,['service'],['service'],Always great service!
2004,['food'],['food'],I am happy i did the food was awsome.
2005,['anecdotes/miscellaneous'],[],I have been in many restaurants all over the city and Roth's Steakhouse has quickly become one of my favorites.
2006,['food'],"['chicken casserole', 'chicken', 'meat']","We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone."
2007,"['anecdotes/miscellaneous', 'ambience']",['mezzanine'],A bit breezy up there on the mezzanine from the wind coming from the tracks.
2008,['anecdotes/miscellaneous'],['Valentines Day dinner'],I went to DF for Valentines Day dinner.
2009,['food'],"['jelly fish', 'drunken chicken', 'soupy dumplings', 'stir fry blue crab']","I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab."
2010,"['anecdotes/miscellaneous', 'ambience']",['SHOWS'],I LOVED THE SHOWS.
2011,['anecdotes/miscellaneous'],[],"and i have been around the block, to say the very least."
2012,['food'],"['dumplings', 'meal', 'dumpling menu']",We could have made a meal of the yummy dumplings from the dumpling menu.
2013,['ambience'],"['aesthetics', 'place']",The aesthetics of this place are like an airport lounge.
2014,"['food', 'price']",['box wine'],"Then, get ripped on free box wine."
2015,"['food', 'anecdotes/miscellaneous']",['food'],My wife and I ate here earlier this week and have not stopped ranting and raving about the food.
2016,"['food', 'service']","['fish', 'staff', 'sushi chef']","If you don't mind pre-sliced low quality fish, unfriendly staff and a sushi chef that looks like he is miserable then this is your place."
2017,"['food', 'service']","['food', 'service']",The food itself was just ok - nothing spectacular - but the service was awful.
2018,"['food', 'ambience']","['pizza', 'atmoshpere']",The pizza is yummy and I like the atmoshpere.
2019,['anecdotes/miscellaneous'],['seats'],"As there were so many to choose from we wandered up and down the street looking in the windows and such noticicing many empty seats ,except at Taj Mahal."
2020,"['food', 'service']","['roll', 'menu']","Also, don't plan on asking for your favorite roll, if it's not on the menu, you can't have it."
2021,['anecdotes/miscellaneous'],[],Give it a try and enjoy.
2022,['food'],['food'],Good food.
2023,['anecdotes/miscellaneous'],[],...and that's saying a lot.
2024,['food'],"['rolls', 'sashimi']","those rolls were big, but not good and sashimi wasn't fresh."
2025,['food'],"['pesto pizza', 'Italian chees', 'thin-crust pizza']","The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before."
2026,['anecdotes/miscellaneous'],[],The only thing I could get attention from was one of at least two cats running around that kept batting at my table.
2027,['anecdotes/miscellaneous'],[],if your into thai..you cannot miss this great restaurant.
2028,['anecdotes/miscellaneous'],[],"Going to Ballato's is like coming home and eating in my own kitchen, an absolute delight!"
2029,"['food', 'price']","['shrimp appetizer', 'price', 'lamb vindaloo']","try the spicy shrimp appetizer (again, not the greatest value in the world but worth the price) and the lamb vindaloo is great."
2030,"['ambience', 'food']","['ambience', 'food']","However, go for the ambience, and consider the food just a companion for a trip across the world!"
2031,['anecdotes/miscellaneous'],[],I think this is one of the more underrated places in the city.
2032,['anecdotes/miscellaneous'],[],for out-of-towners who will get a big thrill out of the location!
2033,['anecdotes/miscellaneous'],[],Everyone that has ever come here with me has become a convert and returned regularly with their own friends.
2034,"['food', 'service']","['Food', 'wait']",Food was good not great not worth the wait or another visit
2035,['anecdotes/miscellaneous'],[],I go at least 3 times a month and have never been disappointed.
2036,['anecdotes/miscellaneous'],[],"Obviously the Chinese translation of this place does not mean Big Wong, it actually means Great Prosperity."
2037,['ambience'],[],I think the restaurant was too loud (when full) to be romantic.
2038,['anecdotes/miscellaneous'],['dinners'],"I have had so many dinners here and it's always been perfect - on a date with my husband, with my mom, with girlfriends and larger groups."
2039,['food'],['beef'],"When you want a piece of beef, head on over."
2040,['food'],"['spices', 'onions', 'eggs', 'roti']","Delicate spices, onions, eggs and a kick-ass roti."
2041,"['food', 'price']","['food', 'price']",Incredible food at a very agreable price brings me back just about every other day to this authentic Thai restaurant.
2042,['anecdotes/miscellaneous'],[],"I actually gave Patroon another chance before writing this, but the second visit was even worse."
2043,"['anecdotes/miscellaneous', 'service']",['table'],"Also, if you don't want to sit at a certain table, you don't have to!"
2044,['anecdotes/miscellaneous'],[],Unbelievable.
2045,"['price', 'anecdotes/miscellaneous']",[],A little pricey but it really hits the spot on a Sunday morning!
2046,['anecdotes/miscellaneous'],[],I've been living in the Columbia University area for about 10 years with 3 kids - now in their teens.
2047,['food'],"['menu', 'potato pancakes']",The menu has lots of options: I hope to go back to try those potato pancakes.
2048,['anecdotes/miscellaneous'],['fried dumpling'],As soon as I wake up on a saturday or sunday it is the first thing on my mind is when and how I will be getting to fried dumpling.
2049,"['service', 'anecdotes/miscellaneous']","['staff', 'service']","The staff isn't the friendliest or most competent, and I am stickler for service, but everything else about this place makes up for it."
2050,"['anecdotes/miscellaneous', 'food']","['primi', 'secondi', 'portions']","My wife and I will usually only order one primi and one secondi and split them, as they tend to offer large portions."
2051,['anecdotes/miscellaneous'],[],This restaurant was way overhyped.
2052,"['service', 'anecdotes/miscellaneous']","['employees', 'dining area']",I've overheard comments from him to his employees that should not have been delivered in the dining area and I've been sitting there while he lectured another customer.
2053,['food'],['crab cakes'],Delicious crab cakes too.
2054,['anecdotes/miscellaneous'],[],"Now at the top of our list, Del Frisco's Steakhouse."
2055,['anecdotes/miscellaneous'],[],I cannot imagine you not rushing out to eat there.
2056,['anecdotes/miscellaneous'],['dining experience'],This was the worst dining experience I've ever had.
2057,['service'],"['service', 'staff']",I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.
2058,['service'],['waiter'],Just bring someone who speaks Cantonese because waiter may not understand you.
2059,['anecdotes/miscellaneous'],[],I thought I had died and gone to heaven.
2060,['anecdotes/miscellaneous'],[],"Not someplace I would seek to try out but if I am in the area again, I will certainly stop by."
